seq,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
1926,2/17/17,3/17/17,21,AGNC,Put,1.71,0.31909,19.49,0.076659822,0.324282248,-0.005192248
1927,2/17/17,2/24/17,54,AMBA,Put,0.4,0.31912,55.470001,0.019164956,0.318686985,0.000433015
1928,2/17/17,3/17/17,65,INDB,Put,2.95,0.31917,63.799999,0.076659822,0.325643943,-0.006473943
1929,2/17/17,3/24/17,30,JD,Put,1.23,0.31927,29.85,0.095824778,0.314338193,0.004931807
1930,2/17/17,2/24/17,123,ALXN,Put,0.45,0.3194,128.820007,0.019164956,0.326052357,-0.006652357
1931,2/17/17,1/19/18,150,FFIV,Put,21,0.32011,143.350006,0.919917864,0.320296407,-0.000186407
1932,2/17/17,2/24/17,275,BIIB,Put,0.8,0.32039,288.940002,0.019164956,0.316852805,0.003537195
1933,2/17/17,2/24/17,340,CHTR,Call,1.48,0.32082,326.549988,0.019164956,0.321802722,-0.000982722
1934,2/17/17,6/16/17,125,ATHN,Call,6.4,0.32091,118.959999,0.325804244,0.325513455,-0.004603455
1935,2/17/17,5/19/17,49,AAL,Put,4.15,0.32092,46.91,0.249144422,0.317668837,0.003251163
1936,2/17/17,6/16/17,12,CY,Call,1.44,0.32124,12.9,0.325804244,0.320787309,0.000452691
1937,2/17/17,4/21/17,8,BBRY,Call,0.21,0.32142,7.49,0.1724846,0.322972281,-0.001552281
1938,2/17/17,3/17/17,210,AVGO,Put,7.31,0.32145,210.410004,0.076659822,0.325458657,-0.004008657
1939,2/17/17,1/18/19,110,ADBE,Put,15.45,0.32172,119.669998,1.916495551,0.325501809,-0.003781809
1940,2/17/17,1/18/19,65,DISH,Call,10.2,0.322,62.889999,1.916495551,0.313423621,0.008576379
1941,2/17/17,1/19/18,910,AMZN,Put,141.3,0.32234,845.070007,0.919917864,0.324502568,-0.002162568
1942,2/17/17,1/18/19,275,IBB,Put,41.29,0.32259,294.350006,1.916495551,0.33235973,-0.00976973
1943,2/17/17,2/24/17,157.5,AMGN,Put,0.05,0.32262,173.289993,0.019164956,0.330293897,-0.007673897
1944,2/17/17,3/17/17,125,CASY,Put,8.98,0.32284,117.5,0.076659822,0.31803045,0.00480955
1945,2/17/17,3/10/17,51.5,AAL,Call,0.21,0.32292,46.91,0.057494867,0.321801952,0.001118048
1946,2/17/17,3/17/17,130,GWPH,Call,4.5,0.32318,129.589996,0.076659822,0.32645936,-0.00327936
1947,2/17/17,7/21/17,290,BIIB,Put,24.5,0.32405,288.940002,0.421629021,0.324666184,-0.000616184
1948,2/17/17,3/17/17,190,AVGO,Put,1.2,0.32453,210.410004,0.076659822,0.329868782,-0.005338782
1949,2/17/17,5/19/17,77.5,DLTR,Call,6.6,0.32474,80,0.249144422,0.332145506,-0.007405506
1950,2/17/17,1/19/18,77.5,CTXS,Put,8.1,0.32497,80.5,0.919917864,0.322463649,0.002506351
1951,2/17/17,3/17/17,175,BIDU,Put,2.52,0.32512,185.169998,0.076659822,0.320634561,0.004485439
1952,2/17/17,3/17/17,200,COHR,Call,4.5,0.32525,193.600006,0.076659822,0.33261253,-0.00736253
1953,2/17/17,3/3/17,210,AVGO,Call,5.72,0.32526,210.410004,0.038329911,0.33459783,-0.00933783
1954,2/17/17,2/24/17,109.5,TLT,Put,0.04,0.32587,120.32,0.019164956,0.333435177,-0.007565177
1955,2/17/17,3/3/17,13.5,LOCO,Put,0.4,0.32635,13.4,0.038329911,0.332437328,-0.006087328
1956,2/17/17,3/10/17,305,CHTR,Put,2.7,0.32658,326.549988,0.057494867,0.331715006,-0.005135006
1957,2/17/17,9/15/17,8,BBRY,Put,1.01,0.32661,7.49,0.574948665,0.317689122,0.008920878
1958,2/17/17,1/19/18,27.5,CREE,Call,3,0.32737,26.49,0.919917864,0.333688552,-0.006318552
1959,2/17/17,6/16/17,31,JD,Call,1.8,0.32748,29.85,0.325804244,0.333981221,-0.006501221
1960,2/17/17,3/17/17,20,ARR,Put,0.2,0.32783,21.709999,0.076659822,0.336279911,-0.008449911
1961,2/17/17,3/10/17,195,BIDU,Call,2.18,0.32785,185.169998,0.057494867,0.319410948,0.008439052
1962,2/17/17,5/19/17,70,CGNX,Put,2.1,0.32792,76.440002,0.249144422,0.319902538,0.008017462
1963,2/17/17,1/18/19,75,DLTR,Put,11.1,0.32866,80,1.916495551,0.326082793,0.002577207
1964,2/17/17,3/17/17,21,JBLU,Put,1.25,0.32934,20.110001,0.076659822,0.319677106,0.009662894
1965,2/17/17,8/18/17,50,AAL,Put,6,0.32959,46.91,0.498288843,0.320535173,0.009054827
1966,2/17/17,3/10/17,9,GPRO,Call,0.43,0.32972,9.25,0.057494867,0.32796647,0.00175353
1967,2/17/17,5/19/17,130,ALXN,Call,8,0.33039,128.820007,0.249144422,0.330406929,-1.69E-05
1968,2/17/17,3/17/17,280,BIIB,Put,6.24,0.33043,288.940002,0.076659822,0.322493579,0.007936421
1969,2/17/17,1/19/18,42.5,BBBY,Put,5.9,0.3306,41.139999,0.919917864,0.333242579,-0.002642579
1970,2/17/17,4/21/17,55,HA,Call,1.2,0.33077,50.299999,0.1724846,0.340351474,-0.009581474
1971,2/17/17,1/19/18,165,BWLD,Put,22.7,0.33081,159.050003,0.919917864,0.324630678,0.006179322
1972,2/17/17,3/17/17,49,CTRP,Call,0.55,0.33087,45.630001,0.076659822,0.33218345,-0.00131345
1973,2/17/17,3/17/17,125,ALXN,Call,6.7,0.33113,128.820007,0.076659822,0.321510601,0.009619399
1974,2/17/17,2/24/17,162.5,COST,Put,0.15,0.33118,175.860001,0.019164956,0.338904742,-0.007724742
1975,2/17/17,5/19/17,50,CSX,Put,3.9,0.33118,48.540001,0.249144422,0.321831267,0.009348733
1976,2/17/17,6/16/17,25,BUFF,Put,1.95,0.33141,24.85,0.325804244,0.334630165,-0.003220165
1977,2/17/17,3/17/17,19,JBLU,Put,0.3,0.33147,20.110001,0.076659822,0.336362023,-0.004892023
1978,2/17/17,9/15/17,35,IBKR,Put,2.1,0.33167,38.689999,0.574948665,0.332663859,-0.000993859
1979,2/17/17,5/19/17,50,AAL,Put,4.87,0.33187,46.91,0.249144422,0.32460311,0.00726689
1980,2/17/17,3/17/17,48,CSX,Put,1.54,0.33208,48.540001,0.076659822,0.338817923,-0.006737923
1981,2/17/17,7/21/17,60,PLAY,Call,4.2,0.33212,58.189999,0.421629021,0.32739528,0.00472472
1982,2/17/17,8/18/17,49,AAL,Put,5.4,0.33235,46.91,0.498288843,0.32290916,0.00944084
1983,2/17/17,9/15/17,120,ATHN,Call,11.6,0.33262,118.959999,0.574948665,0.33183471,0.00078529
1984,2/17/17,2/24/17,121,FB,Put,0.03,0.33271,133.529999,0.019164956,0.327217851,0.005492149
1985,2/17/17,8/18/17,29,FITB,Put,3.45,0.33301,27.540001,0.498288843,0.340402678,-0.007392678
1986,2/17/17,3/17/17,43,CTRP,Put,0.65,0.33302,45.630001,0.076659822,0.336496797,-0.003476797
1987,2/17/17,6/16/17,45,ANIK,Put,1.85,0.33321,48.98,0.325804244,0.329035622,0.004174378
1988,2/17/17,6/16/17,30,JD,Put,2.3,0.33336,29.85,0.325804244,0.330808642,0.002551358
1989,2/17/17,3/3/17,69.5,CMCSA,Put,0.25,0.3334,75.32,0.038329911,0.334768188,-0.001368188
1990,2/17/17,1/19/18,130,FFIV,Put,11,0.33378,143.350006,0.919917864,0.328855222,0.004924778
1991,2/17/17,6/16/17,97.5,FANG,Put,3.67,0.33411,107.629997,0.325804244,0.332969691,0.001140309
1992,2/17/17,9/15/17,45,ACHC,Call,3.4,0.33542,42.59,0.574948665,0.337212305,-0.001792305
1993,2/17/17,9/15/17,130,ATHN,Call,8.3,0.33544,118.959999,0.574948665,0.345354508,-0.009914508
1994,2/17/17,3/17/17,285,BIIB,Put,8.6,0.33625,288.940002,0.076659822,0.33145596,0.00479404
1995,2/17/17,3/3/17,51,AAL,Call,0.17,0.33673,46.91,0.038329911,0.343637055,-0.006907055
1996,2/17/17,3/17/17,22,JBLU,Put,2.05,0.33689,20.110001,0.076659822,0.331334009,0.005555991
1997,2/17/17,1/19/18,280,BIIB,Put,31.5,0.337,288.940002,0.919917864,0.336511975,0.000488025
1998,2/17/17,4/21/17,50,HA,Put,2.65,0.33751,50.299999,0.1724846,0.33960032,-0.00209032
1999,2/17/17,3/3/17,300,BIIB,Call,3.3,0.33762,288.940002,0.038329911,0.328912991,0.008707009
2000,2/17/17,6/16/17,100,IDCC,Call,7.6,0.33764,99.599998,0.325804244,0.340427908,-0.002787908
2001,2/17/17,6/16/17,7,BBRY,Put,0.33,0.33825,7.49,0.325804244,0.330837655,0.007412345
2002,2/17/17,3/24/17,290,BIIB,Put,12.32,0.33883,288.940002,0.095824778,0.331817391,0.007012609
2003,2/17/17,3/10/17,160,ILMN,Call,7.2,0.33887,163.369995,0.057494867,0.344020403,-0.005150403
2004,2/17/17,3/24/17,75,GILD,Put,6.3,0.33888,69.849998,0.095824778,0.346271521,-0.007391521
2005,2/17/17,9/15/17,27,CREE,Put,3.01,0.33932,26.49,0.574948665,0.346158477,-0.006838477
2006,2/17/17,3/17/17,45,HQY,Call,0.78,0.33971,42.830002,0.076659822,0.33752385,0.00218615
2007,2/17/17,6/16/17,65,INGN,Call,7.86,0.3398,69.360001,0.325804244,0.349542922,-0.009742922
2008,2/17/17,3/3/17,280,BIIB,Put,3.74,0.34008,288.940002,0.038329911,0.332345168,0.007734832
2009,2/17/17,1/19/18,35,FTNT,Put,3.5,0.34051,37.459999,0.919917864,0.341044406,-0.000534406
2010,2/17/17,3/10/17,170,BIDU,Put,1.16,0.34052,185.169998,0.057494867,0.347125801,-0.006605801
2011,2/17/17,3/3/17,81,EA,Put,0.36,0.34055,87.300003,0.038329911,0.339116785,0.001433215
2012,2/17/17,3/24/17,49,CTRP,Call,0.75,0.34067,45.630001,0.095824778,0.341274262,-0.000604262
2013,2/17/17,5/19/17,35,CORE,Call,1.4,0.34097,32.939999,0.249144422,0.335836666,0.005133334
2014,2/17/17,3/10/17,131,FFIV,Put,0.8,0.3412,143.350006,0.057494867,0.346538345,-0.005338345
2015,2/17/17,9/15/17,10,FLWS,Call,1.05,0.34122,10,0.574948665,0.34380568,-0.00258568
2016,2/17/17,9/15/17,10,FLWS,Call,1.05,0.34122,10,0.574948665,0.34380568,-0.00258568
2017,2/17/17,9/15/17,10,FLWS,Call,1.05,0.34122,10,0.574948665,0.34380568,-0.00258568
2018,2/17/17,6/16/17,10,FLWS,Call,0.8,0.34132,10,0.325804244,0.348590728,-0.007270728
2019,2/17/17,6/16/17,10,FLWS,Call,0.8,0.34132,10,0.325804244,0.348590728,-0.007270728
2020,2/17/17,6/16/17,10,FLWS,Call,0.8,0.34132,10,0.325804244,0.348590728,-0.007270728
2021,2/17/17,6/16/17,60,IRBT,Put,6.9,0.34153,55.580002,0.325804244,0.335737366,0.005792634
2022,2/17/17,5/19/17,37.5,CALM,Put,2.1,0.34163,38.650002,0.249144422,0.350941886,-0.009311886
2023,2/17/17,3/17/17,49,CSX,Put,2.05,0.34173,48.540001,0.076659822,0.338206391,0.003523609
2024,2/17/17,3/24/17,9.5,GPRO,Call,0.28,0.34296,9.25,0.095824778,0.337552934,0.005407066
2025,2/17/17,3/3/17,43,AAL,Put,0.13,0.34336,46.91,0.038329911,0.337912373,0.005447627
2026,2/17/17,2/24/17,127,EXPE,Call,0.27,0.34347,119.410004,0.019164956,0.343488084,-1.81E-05
2027,2/17/17,7/21/17,55,CYBR,Call,3.6,0.34358,52.549999,0.421629021,0.3366613,0.0069187
2028,2/17/17,5/19/17,135,GWPH,Call,6.9,0.34416,129.589996,0.249144422,0.353238383,-0.009078383
2029,2/17/17,5/19/17,37,COMM,Put,1.55,0.34478,39.450001,0.249144422,0.343690435,0.001089565
2030,2/17/17,4/21/17,30,CHUY,Put,1.6,0.34501,30.15,0.1724846,0.338871064,0.006138936
2031,2/17/17,1/18/19,95,BMRN,Call,15.15,0.34513,89.870003,1.916495551,0.341385228,0.003744772
2032,2/17/17,9/15/17,170,ILMN,Call,14.3,0.34565,163.369995,0.574948665,0.342554478,0.003095522
2033,2/17/17,6/16/17,130,ATHN,Put,15.9,0.3463,118.959999,0.325804244,0.336953901,0.009346099
2034,2/17/17,1/19/18,295,BIIB,Put,41.7,0.34689,288.940002,0.919917864,0.354319943,-0.007429943
2035,2/17/17,6/16/17,95,IDCC,Call,10.4,0.3475,99.599998,0.325804244,0.352668365,-0.005168365
2036,2/17/17,3/24/17,31,JD,Call,0.83,0.34808,29.85,0.095824778,0.351795807,-0.003715807
2037,2/17/17,2/24/17,63.5,GILD,Put,0.03,0.34833,69.849998,0.019164956,0.350472632,-0.002142632
2038,2/17/17,6/16/17,110,ATHN,Call,14.4,0.34865,118.959999,0.325804244,0.350525757,-0.001875757
2039,2/17/17,3/17/17,29,JD,Call,1.6,0.34875,29.85,0.076659822,0.343899397,0.004850603
2040,2/17/17,9/15/17,150,ILMN,Put,10.8,0.34876,163.369995,0.574948665,0.356388213,-0.007628213
2041,2/17/17,1/19/18,55,CYBR,Call,6.16,0.34932,52.549999,0.919917864,0.352735662,-0.003415662
2042,2/17/17,5/19/17,44,AAL,Put,1.84,0.35014,46.91,0.249144422,0.343168894,0.006971106
2043,2/17/17,6/16/17,70,BLKB,Put,4.2,0.35023,73.43,0.325804244,0.356163156,-0.005933156
2044,2/17/17,1/19/18,145,BWLD,Put,13.8,0.35023,159.050003,0.919917864,0.351944869,-0.001714869
2045,2/17/17,4/21/17,12,INFN,Call,0.4,0.35028,11.36,0.1724846,0.345796998,0.004483002
2046,2/17/17,6/16/17,20,JBLU,Put,1.5,0.35061,20.110001,0.325804244,0.344676333,0.005933667
2047,2/17/17,9/15/17,35,HAWK,Put,3.26,0.35074,36,0.574948665,0.354031982,-0.003291982
2048,2/17/17,6/16/17,97.5,PLCE,Put,6.5,0.35135,100.25,0.325804244,0.350384531,0.000965469
2049,2/17/17,5/19/17,130,GWPH,Call,8.7,0.35164,129.589996,0.249144422,0.342016151,0.009623849
2050,2/17/17,3/17/17,40,AIMC,Put,1.7,0.3522,39.75,0.076659822,0.358918634,-0.006718634
2051,2/17/17,3/17/17,20,CIBR,Put,0.25,0.35223,21.615999,0.076659822,0.356275121,-0.004045121
2052,2/17/17,9/15/17,90,IDCC,Put,6,0.35237,99.599998,0.574948665,0.356834196,-0.004464196
2053,2/17/17,3/10/17,49,AAL,Put,2.88,0.35241,46.91,0.057494867,0.357048456,-0.004638456
2054,2/17/17,3/17/17,175,ALGT,Put,8.47,0.35248,171.399994,0.076659822,0.342711761,0.009768239
2055,2/17/17,2/24/17,108.5,TLT,Put,0.03,0.35299,120.32,0.019164956,0.3462047,0.0067853
2056,2/17/17,9/15/17,22.5,FTD,Put,1.9,0.3531,23.799999,0.574948665,0.362139317,-0.009039317
2057,2/17/17,3/17/17,20,GPOR,Call,0.55,0.35395,19.48,0.076659822,0.357745953,-0.003795953
2058,2/17/17,3/17/17,20,GPOR,Put,1.05,0.35414,19.48,0.076659822,0.351878829,0.002261171
2059,2/17/17,3/17/17,45,CTRP,Put,1.45,0.35419,45.630001,0.076659822,0.350765776,0.003424224
2060,2/17/17,5/19/17,140,ALXN,Call,4.8,0.35431,128.820007,0.249144422,0.347707567,0.006602433
2061,2/17/17,2/24/17,42.5,AAL,Put,0.02,0.35438,46.91,0.019164956,0.360658038,-0.006278038
2062,2/17/17,7/21/17,15,FIVN,Call,2.4,0.35447,16.58,0.421629021,0.357026501,-0.002556501
2063,2/17/17,5/19/17,45,NSIT,Call,3,0.35485,44.48,0.249144422,0.362905646,-0.008055646
2064,2/17/17,2/24/17,37,EBAY,Call,0.02,0.35547,33.759998,0.019164956,0.351651793,0.003818207
2065,2/17/17,3/3/17,192.5,BIDU,Call,2.5,0.35548,185.169998,0.038329911,0.364807521,-0.009327521
2066,2/17/17,8/18/17,22.5,GMLP,Put,1.7,0.35587,23.67,0.498288843,0.349067109,0.006802891
2067,2/17/17,3/24/17,27.5,JD,Put,0.41,0.35619,29.85,0.095824778,0.354196025,0.001993975
2068,2/17/17,3/17/17,100,PLCE,Call,4.17,0.35679,100.25,0.076659822,0.364090875,-0.007300875
2069,2/17/17,9/15/17,95,IDCC,Put,8,0.35767,99.599998,0.574948665,0.349920775,0.007749225
2070,2/17/17,9/15/17,36,FTNT,Put,3.26,0.3583,37.459999,0.574948665,0.361070826,-0.002770826
2071,2/17/17,3/17/17,44,CTRP,Call,2.75,0.35833,45.630001,0.076659822,0.365614364,-0.007284364
2072,2/17/17,3/17/17,48,AMED,Call,1.93,0.35853,47.939999,0.076659822,0.36838807,-0.00985807
2073,2/17/17,3/24/17,42.5,CTRP,Put,0.8,0.35854,45.630001,0.095824778,0.366345508,-0.007805508
2074,2/17/17,7/21/17,55,HA,Call,3,0.35867,50.299999,0.421629021,0.365052255,-0.006382255
2075,2/17/17,8/18/17,135,ALXN,Call,10.7,0.35885,128.820007,0.498288843,0.362772826,-0.003922826
2076,2/17/17,8/18/17,38,COMM,Put,3.08,0.35894,39.450001,0.498288843,0.350037554,0.008902446
2077,2/17/17,6/16/17,25,CCNE,Put,1.6,0.35963,26.040001,0.325804244,0.361691634,-0.002061634
2078,2/17/17,3/3/17,80,EA,Put,0.28,0.36097,87.300003,0.038329911,0.352243046,0.008726954
2079,2/17/17,4/21/17,10,GPRO,Call,0.29,0.36118,9.25,0.1724846,0.36930598,-0.00812598
2080,2/17/17,6/16/17,55,EBIX,Put,2.9,0.36125,59.349998,0.325804244,0.369561542,-0.008311542
2081,2/17/17,3/10/17,135,JAZZ,Call,6,0.36218,137.190002,0.057494867,0.369154109,-0.006974109
2082,2/17/17,3/3/17,37.5,CALM,Put,0.59,0.36279,38.650002,0.038329911,0.360131635,0.002658365
2083,2/17/17,3/17/17,50,INCR,Call,5.1,0.36279,54.5,0.076659822,0.367006912,-0.004216912
2084,2/17/17,3/3/17,34.5,ETFC,Put,0.2,0.36283,37.169998,0.038329911,0.36799094,-0.00516094
2085,2/17/17,3/17/17,28,JD,Call,2.3,0.36299,29.85,0.076659822,0.355647632,0.007342368
2086,2/17/17,6/16/17,90,IDCC,Call,13.7,0.363,99.599998,0.325804244,0.366641289,-0.003641289
2087,2/17/17,3/17/17,120,ALXN,Put,1.8,0.36346,128.820007,0.076659822,0.367178976,-0.003718976
2088,2/17/17,3/3/17,200,AVGO,Put,2.1,0.3641,210.410004,0.038329911,0.369116191,-0.005016191
2089,2/17/17,7/21/17,200,CACC,Put,22.1,0.36428,191.990005,0.421629021,0.356783179,0.007496821
2090,2/17/17,3/17/17,11,INFN,Put,0.3,0.36448,11.36,0.076659822,0.372209425,-0.007729425
2091,2/17/17,6/16/17,175,ILMN,Call,9,0.36462,163.369995,0.325804244,0.36304106,0.00157894
2092,2/17/17,9/15/17,97.5,PLCE,Put,9.6,0.36513,100.25,0.574948665,0.371183168,-0.006053168
2093,2/17/17,5/19/17,120,ALXN,Call,14.2,0.36611,128.820007,0.249144422,0.364744197,0.001365803
2094,2/17/17,3/17/17,29,JD,Put,0.84,0.368,29.85,0.076659822,0.376431775,-0.008431775
2095,2/17/17,3/3/17,195,AVGO,Put,1.15,0.36814,210.410004,0.038329911,0.374997719,-0.006857719
2096,2/17/17,1/18/19,65,CLVS,Call,14,0.3693,65.800003,1.916495551,0.37349669,-0.00419669
2097,2/17/17,7/21/17,50,CYBR,Put,3.8,0.36953,52.549999,0.421629021,0.379082272,-0.009552272
2098,2/17/17,3/17/17,46,CSX,Put,0.9,0.36979,48.540001,0.076659822,0.366692367,0.003097633
2099,2/17/17,2/24/17,56,AMBA,Put,1.43,0.37011,55.470001,0.019164956,0.373228627,-0.003118627
2100,2/17/17,2/24/17,9.5,GPRO,Call,0.09,0.37041,9.25,0.019164956,0.365120634,0.005289366
2101,2/17/17,3/3/17,200,BIDU,Call,0.97,0.37052,185.169998,0.038329911,0.362634057,0.007885943
2102,2/17/17,3/17/17,175,COHR,Put,1.6,0.37075,193.600006,0.076659822,0.369971099,0.000778901
2103,2/17/17,1/18/19,82.5,EA,Put,14.4,0.37099,87.300003,1.916495551,0.369390657,0.001599343
2104,2/17/17,3/3/17,192.5,AVGO,Put,0.75,0.3713,210.410004,0.038329911,0.367649028,0.003650972
2105,2/17/17,7/21/17,85,BMRN,Put,6.23,0.37155,89.870003,0.421629021,0.377485223,-0.005935223
2106,2/17/17,3/17/17,180,CACC,Put,2.93,0.372,191.990005,0.076659822,0.363455226,0.008544774
2107,2/17/17,1/19/18,165,ILMN,Put,24,0.37216,163.369995,0.919917864,0.377965811,-0.005805811
2108,2/17/17,3/17/17,130,INCY,Call,1.8,0.37217,120.489998,0.076659822,0.377961827,-0.005791827
2109,2/17/17,3/10/17,9.5,GPRO,Call,0.22,0.37231,9.25,0.057494867,0.36700105,0.00530895
2110,2/17/17,6/16/17,30,BELFB,Put,2.6,0.37258,29.9,0.325804244,0.378510573,-0.005930573
2111,2/17/17,3/10/17,58.5,CRUS,Put,4,0.37317,55.330002,0.057494867,0.376618308,-0.003448308
2112,2/17/17,8/18/17,35,CRAI,Put,2.8,0.37501,37.279999,0.498288843,0.381889334,-0.006879334
2113,2/17/17,7/21/17,10,INWK,Put,1.06,0.3751,9.8,0.421629021,0.378779752,-0.003679752
2114,2/17/17,3/17/17,35,GGAL,Call,1.3,0.3758,34.619999,0.076659822,0.384146499,-0.008346499
2115,2/17/17,3/3/17,197.5,BIDU,Call,1.46,0.37605,185.169998,0.038329911,0.37362981,0.00242019
2116,2/17/17,6/16/17,62.5,DISH,Call,5.48,0.37626,62.889999,0.325804244,0.367339778,0.008920222
2117,2/17/17,1/18/19,50,GRMN,Put,9.7,0.37629,50.810001,1.916495551,0.37712342,-0.00083342
2118,2/17/17,2/24/17,66.5,AKAM,Call,0.18,0.37646,62.34,0.019164956,0.379995163,-0.003535163
2119,2/17/17,6/16/17,150,ILMN,Call,21.15,0.37661,163.369995,0.325804244,0.372438692,0.004171308
2120,2/17/17,9/15/17,115,ATHN,Put,11,0.37679,118.959999,0.574948665,0.370073443,0.006716557
2121,2/17/17,3/10/17,29,JD,Call,1.56,0.37746,29.85,0.057494867,0.382785702,-0.005325702
2122,2/17/17,1/18/19,10,GPRO,Call,1.68,0.37792,9.25,1.916495551,0.380771198,-0.002851198
2123,2/17/17,1/19/18,110,ATHN,Put,12.25,0.37863,118.959999,0.919917864,0.381063534,-0.002433534
2124,2/17/17,7/21/17,55,CYBR,Put,6.5,0.37899,52.549999,0.421629021,0.378335039,0.000654961
2125,2/17/17,3/17/17,15,TACO,Put,1,0.37935,14.34,0.076659822,0.382080651,-0.002730651
2126,2/17/17,3/24/17,32,JD,Call,0.65,0.38031,29.85,0.095824778,0.387659596,-0.007349596
2127,2/17/17,1/19/18,175,ILMN,Put,30.7,0.38119,163.369995,0.919917864,0.388117217,-0.006927217
2128,2/17/17,5/19/17,25,CSAL,Put,1.22,0.38146,26.559999,0.249144422,0.373158278,0.008301722
2129,2/17/17,5/19/17,15,HCCI,Call,1.4,0.3818,15.4,0.249144422,0.390355399,-0.008555399
2130,2/17/17,8/18/17,24,BEAT,Call,3.1,0.38202,24.950001,0.498288843,0.373523513,0.008496487
2131,2/17/17,2/24/17,9,CZR,Put,0.11,0.38255,9.2,0.019164956,0.386332943,-0.003782943
2132,2/17/17,5/19/17,70,CGNX,Call,9.4,0.38331,76.440002,0.249144422,0.380669644,0.002640356
2133,2/17/17,8/18/17,55,AAWW,Put,6.6,0.38396,53.700001,0.498288843,0.393819701,-0.009859701
2134,2/17/17,3/3/17,310,BIIB,Call,2.07,0.3841,288.940002,0.038329911,0.380402227,0.003697773
2135,2/17/17,3/17/17,9,CZR,Put,0.3,0.38443,9.2,0.076659822,0.391643672,-0.007213672
2136,2/17/17,3/17/17,100,PLCE,Put,4.1,0.38449,100.25,0.076659822,0.383869496,0.000620504
2137,2/17/17,5/19/17,125,GWPH,Put,7.3,0.38452,129.589996,0.249144422,0.374986665,0.009533335
2138,2/17/17,3/17/17,55,AAWW,Put,3,0.38491,53.700001,0.076659822,0.384106032,0.000803968
2139,2/17/17,3/17/17,28,JD,Put,0.5,0.38618,29.85,0.076659822,0.378921558,0.007258442
2140,2/17/17,7/21/17,23,ISLE,Put,1.65,0.38628,24.540001,0.421629021,0.384745237,0.001534763
2141,2/17/17,5/19/17,120,GWPH,Call,15.27,0.3863,129.589996,0.249144422,0.38842194,-0.00212194
2142,2/17/17,3/17/17,42.5,CSOD,Put,1.6,0.38656,43,0.076659822,0.391344658,-0.004784658
2143,2/17/17,1/19/18,170,ILMN,Call,22.1,0.38716,163.369995,0.919917864,0.393941552,-0.006781552
2144,2/17/17,3/17/17,45,CSX,Put,0.7,0.38776,48.540001,0.076659822,0.386397063,0.001362937
2145,2/17/17,3/17/17,70,CAVM,Put,4.6,0.38789,67.050003,0.076659822,0.384461877,0.003428123
2146,2/17/17,1/19/18,165,ILMN,Call,24.3,0.38801,163.369995,0.919917864,0.397005508,-0.008995508
2147,2/17/17,3/3/17,197.5,AVGO,Put,1.85,0.38944,210.410004,0.038329911,0.39728229,-0.00784229
2148,2/17/17,5/19/17,27.5,CSAL,Put,2.55,0.38948,26.559999,0.249144422,0.384631727,0.004848273
2149,2/17/17,3/17/17,55,ALKS,Put,2.63,0.39059,54.57,0.076659822,0.400198082,-0.009608082
2150,2/17/17,1/19/18,35,FNSR,Call,4.5,0.39093,33.75,0.919917864,0.385216227,0.005713773
2151,2/17/17,3/24/17,31.5,JD,Call,0.82,0.3915,29.85,0.095824778,0.395778719,-0.004278719
2152,2/17/17,7/21/17,50,HA,Put,4.77,0.3924,50.299999,0.421629021,0.383967002,0.008432998
2153,2/17/17,3/17/17,9,CZR,Call,0.5,0.39241,9.2,0.076659822,0.388131933,0.004278067
2154,2/17/17,3/10/17,32,JD,Call,0.4,0.39298,29.85,0.057494867,0.396675777,-0.003695777
2155,2/17/17,3/17/17,185,COHR,Put,4.7,0.39316,193.600006,0.076659822,0.398590996,-0.005430996
2156,2/17/17,9/15/17,25,EPAY,Put,2.65,0.39357,25.549999,0.574948665,0.387860939,0.005709061
2157,2/17/17,4/21/17,12.5,FORM,Call,0.5,0.3936,11.85,0.1724846,0.386450798,0.007149202
2158,2/17/17,8/18/17,210,COHR,Call,15.44,0.39381,193.600006,0.498288843,0.397815663,-0.004005663
2159,2/17/17,3/10/17,41.5,CALM,Call,0.5,0.39393,38.650002,0.057494867,0.39543135,-0.00150135
2160,2/17/17,1/18/19,40,CALM,Put,9,0.39476,38.650002,1.916495551,0.398619123,-0.003859123
2161,2/17/17,1/19/18,150,ILMN,Put,17.1,0.39499,163.369995,0.919917864,0.394811288,0.000178712
2162,2/17/17,3/17/17,40,CSOD,Put,0.68,0.39565,43,0.076659822,0.393117073,0.002532927
2163,2/17/17,6/16/17,15,CAMP,Put,1.15,0.39642,15.49,0.325804244,0.402253158,-0.005833158
2164,2/17/17,3/17/17,105,IDCC,Call,2.35,0.39658,99.599998,0.076659822,0.401706607,-0.005126607
2165,2/17/17,3/17/17,36,CAR,Call,0.68,0.39661,33.759998,0.076659822,0.4013246,-0.0047146
2166,2/17/17,8/18/17,125,GWPH,Put,12.2,0.39729,129.589996,0.498288843,0.406960888,-0.009670888
2167,2/17/17,5/19/17,38,COMM,Put,2.3,0.39769,39.450001,0.249144422,0.388528481,0.009161519
2168,2/17/17,3/17/17,44,CSX,Put,0.52,0.3981,48.540001,0.076659822,0.39918133,-0.00108133
2169,2/17/17,3/17/17,105,PLCE,Call,2.45,0.39837,100.25,0.076659822,0.389424861,0.008945139
2170,2/17/17,5/19/17,120,ALXN,Put,6,0.3989,128.820007,0.249144422,0.398311732,0.000588268
