,cDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
21739,2016-11-15,2016-12-08,215.0,LMT,Put,0.85,0.5456588403320313,265.929993,0.06297056810403832,0.5464901301456857,-0.0008312898136544344
21750,2016-11-15,2016-12-08,245.0,LMT,Put,0.85,0.2664868273925781,265.929993,0.06297056810403832,0.26237617152219267,0.004110655870385449
21752,2016-11-15,2016-12-08,250.0,LMT,Put,1.3,0.2464674963378906,265.929993,0.06297056810403832,0.2452905124664549,0.0011769838714357217
21754,2016-11-15,2016-12-08,255.0,LMT,Put,1.85,0.2276688562011719,265.929993,0.06297056810403832,0.22084096774051526,0.006827888460656628
21757,2016-11-15,2016-12-08,262.5,LMT,Put,4.1,0.2235185070800781,265.929993,0.06297056810403832,0.21497078741958925,0.00854771966048884
21765,2016-11-15,2016-12-15,160.0,LMT,Put,0.05,0.6777375976562501,265.929993,0.08213552361396304,0.6707006251235734,0.007036972532676655
21772,2016-11-15,2016-12-15,195.0,LMT,Put,0.1,0.473638076171875,265.929993,0.08213552361396304,0.46428350535279694,0.009354570819078034
21779,2016-11-15,2016-12-15,230.0,LMT,Put,0.4,0.3098213549804688,265.929993,0.08213552361396304,0.3007179979613293,0.009103357019139502
21780,2016-11-15,2016-12-15,235.0,LMT,Put,0.7,0.292853751220703,265.929993,0.08213552361396304,0.2984113179991264,-0.005557566778423395
21781,2016-11-15,2016-12-15,240.0,LMT,Put,1.0,0.2736889038085937,265.929993,0.08213552361396304,0.2835275827237647,-0.00983867891517104
21782,2016-11-15,2016-12-15,245.0,LMT,Put,1.25,0.2544019873046875,265.929993,0.08213552361396304,0.25746974242793025,-0.0030677551232427547
21783,2016-11-15,2016-12-15,250.0,LMT,Put,1.75,0.2378005908203125,265.929993,0.08213552361396304,0.23913297955005058,-0.0013323887297380932
21784,2016-11-15,2016-12-15,255.0,LMT,Put,2.68,0.225593681640625,265.929993,0.08213552361396304,0.22929626917175577,-0.0037025875311307854
21791,2016-11-15,2016-12-15,295.0,LMT,Put,41.9,0.7762473547363282,265.929993,0.08213552361396304,0.775279926820077,0.0009674279162512622
21799,2016-11-15,2016-12-22,210.0,LMT,Put,0.75,0.4619194433593751,265.929993,0.10130047912388775,0.4572524931427333,0.004666950216641819
21800,2016-11-15,2016-12-22,215.0,LMT,Put,0.35,0.3686586572265625,265.929993,0.10130047912388775,0.3626771637209467,0.005981493505615776
21802,2016-11-15,2016-12-22,222.5,LMT,Put,0.55,0.348639326171875,265.929993,0.10130047912388775,0.34134018766053575,0.0072991385113392315
21803,2016-11-15,2016-12-22,230.0,LMT,Put,0.95,0.3221503332519531,265.929993,0.10130047912388775,0.32754108098743107,-0.005390747735477985
21804,2016-11-15,2016-12-22,232.5,LMT,Put,0.85,0.2915109912109374,265.929993,0.10130047912388775,0.3003092016297169,-0.00879821041877954
21807,2016-11-15,2016-12-22,242.5,LMT,Put,8.02,0.5385788330078126,265.929993,0.10130047912388775,0.537325781842811,0.0012530511650016285
21812,2016-11-15,2016-12-22,260.0,LMT,Put,7.4,0.3003610003662109,265.929993,0.10130047912388775,0.30401154064748065,-0.003650540281269765
21818,2016-11-15,2016-12-29,240.0,LMT,Put,1.32,0.2540357800292969,265.929993,0.12046543463381246,0.2536852130288035,0.00035056700049340694
21819,2016-11-15,2016-12-29,242.5,LMT,Put,2.06,0.2818675329589844,265.929993,0.12046543463381246,0.27202343153476344,0.009844101424220986
21820,2016-11-15,2016-12-29,245.0,LMT,Put,1.84,0.2424392163085937,265.929993,0.12046543463381246,0.24187322771467828,0.0005659885939154063
21821,2016-11-15,2016-12-29,247.5,LMT,Put,2.15,0.2327957580566406,265.929993,0.12046543463381246,0.23514103355410138,-0.002345275497460775
21822,2016-11-15,2016-12-29,250.0,LMT,Put,2.59,0.2252885089111328,265.929993,0.12046543463381246,0.23134320807003045,-0.006054699158897642
21823,2016-11-15,2016-12-29,252.5,LMT,Put,4.49,0.2698437274169921,265.929993,0.12046543463381246,0.2739375185774416,-0.0040937911604495
21828,2016-11-15,2017-01-19,95.0,LMT,Put,0.02,0.8125018749999999,265.929993,0.17796030116358658,0.8120390342810433,0.00046284071895663637
21838,2016-11-15,2017-01-19,145.0,LMT,Put,0.05,0.5273484765625001,265.929993,0.17796030116358658,0.5371715305227562,-0.009823053960256178
21846,2016-11-15,2017-01-19,185.0,LMT,Put,0.25,0.415044912109375,265.929993,0.17796030116358658,0.4111890368949398,0.0038558752144352004
21849,2016-11-15,2017-01-19,200.0,LMT,Put,0.35,0.3527896752929687,265.929993,0.17796030116358658,0.35133631456119563,0.0014533607317730457
21850,2016-11-15,2017-01-19,205.0,LMT,Put,0.45,0.3398503515625,265.929993,0.17796030116358658,0.33961451590585146,0.0002358356566485309
21851,2016-11-15,2017-01-19,210.0,LMT,Put,0.5,0.3188544677734374,265.929993,0.17796030116358658,0.31910784855426844,-0.0002533807808310362
21852,2016-11-15,2017-01-19,215.0,LMT,Put,0.65,0.3068916967773437,265.929993,0.17796030116358658,0.3079445241746735,-0.0010528273973298141
21853,2016-11-15,2017-01-19,220.0,LMT,Put,0.78,0.2916330603027343,265.929993,0.17796030116358658,0.29172813337936626,-9.507307663197961e-05
21854,2016-11-15,2017-01-19,225.0,LMT,Put,1.02,0.2806468420410155,265.929993,0.17796030116358658,0.2809092116513066,-0.0002623696102911355
21855,2016-11-15,2017-01-19,230.0,LMT,Put,1.28,0.2657544128417969,265.929993,0.17796030116358658,0.26725469135271945,-0.001500278510922548
21856,2016-11-15,2017-01-19,235.0,LMT,Put,1.65,0.2524488818359375,265.929993,0.17796030116358658,0.2553715994145032,-0.0029227175785657145
21857,2016-11-15,2017-01-19,240.0,LMT,Put,2.0,0.2392043853759765,265.929993,0.17796030116358658,0.2383977344288733,0.0008066509471031935
21858,2016-11-15,2017-01-19,245.0,LMT,Put,2.6,0.2282181671142578,265.929993,0.17796030116358658,0.22660011592961476,0.0016180511846430323
21859,2016-11-15,2017-01-19,250.0,LMT,Put,3.7,0.2188798815917969,265.929993,0.17796030116358658,0.22400268331694045,-0.0051228017251435665
21860,2016-11-15,2017-01-19,255.0,LMT,Put,4.79,0.2130815997314453,265.929993,0.17796030116358658,0.21294886137184316,0.00013273835960214697
21862,2016-11-15,2017-01-19,265.0,LMT,Put,8.75,0.2019427951049805,265.929993,0.17796030116358658,0.20879924362816477,-0.006856448523184261
21863,2016-11-15,2017-01-19,270.0,LMT,Put,10.6,0.1992877923583984,265.929993,0.17796030116358658,0.18970469165651688,0.009583100701881536
21867,2016-11-15,2017-03-16,135.0,LMT,Put,0.3,0.5351608984375,265.929993,0.33127994524298426,0.5410600253526363,-0.005899126915136277
21869,2016-11-15,2017-03-16,145.0,LMT,Put,0.45,0.5180712255859375,265.929993,0.33127994524298426,0.5193848878116123,-0.0013136622256747499
21877,2016-11-15,2017-03-16,185.0,LMT,Put,1.65,0.4360407958984375,265.929993,0.33127994524298426,0.42704523271822925,0.008995563180208277
21880,2016-11-15,2017-03-16,200.0,LMT,Put,1.03,0.3194648132324218,265.929993,0.33127994524298426,0.3161069865018371,0.003357826730584712
21882,2016-11-15,2017-03-16,210.0,LMT,Put,1.72,0.3042061767578125,265.929993,0.33127994524298426,0.30710734885360674,-0.002901172095794269
21883,2016-11-15,2017-03-16,215.0,LMT,Put,1.63,0.2827220166015625,265.929993,0.33127994524298426,0.2794518329756111,0.003270183625951384
21884,2016-11-15,2017-03-16,220.0,LMT,Put,2.15,0.2725902819824219,265.929993,0.33127994524298426,0.27667812399158814,-0.0040878420091662315
21885,2016-11-15,2017-03-16,225.0,LMT,Put,2.35,0.2619092364501954,265.929993,0.33127994524298426,0.2593244831223283,0.0025847533278671175
21886,2016-11-15,2017-03-16,230.0,LMT,Put,2.95,0.2533644000244141,265.929993,0.33127994524298426,0.2530993750406206,0.0002650249837935492
21887,2016-11-15,2017-03-16,235.0,LMT,Put,3.9,0.2457961163330078,265.929993,0.33127994524298426,0.2525233438791484,-0.0067272275461405795
21888,2016-11-15,2017-03-16,240.0,LMT,Put,4.59,0.2373428317260742,265.929993,0.33127994524298426,0.24136748390446977,-0.004024652178395566
21889,2016-11-15,2017-03-16,245.0,LMT,Put,5.5,0.2318497225952148,265.929993,0.33127994524298426,0.23208598526252994,-0.00023626266731513468
21891,2016-11-15,2017-03-16,255.0,LMT,Put,8.3,0.2217179879760742,265.929993,0.33127994524298426,0.2211886957957186,0.0005292921803556061
21894,2016-11-15,2017-03-16,270.0,LMT,Put,15.4,0.2139971179199219,265.929993,0.33127994524298426,0.21992085858073646,-0.005923740660814553
21897,2016-11-15,2017-03-16,285.0,LMT,Put,30.7,0.3181525704956054,265.929993,0.33127994524298426,0.3177095264982208,0.00044304399738459566
21905,2016-11-15,2017-06-15,160.0,LMT,Put,1.44,0.4171200866699218,265.929993,0.5804243668720055,0.41478072183963466,0.0023393648302871273
21906,2016-11-15,2017-06-15,165.0,LMT,Put,0.9,0.3654848608398438,265.929993,0.5804243668720055,0.35856164431606974,0.006923216523774034
21909,2016-11-15,2017-06-15,200.0,LMT,Put,2.45,0.2946847875976562,265.929993,0.5804243668720055,0.29518097486288847,-0.0004961872652322619
21910,2016-11-15,2017-06-15,205.0,LMT,Put,2.6,0.2867197793579102,265.929993,0.5804243668720055,0.2801838111918196,0.006535968166090589
21911,2016-11-15,2017-06-15,210.0,LMT,Put,3.62,0.2862620202636719,265.929993,0.5804243668720055,0.2881575210631136,-0.001895500799441674
21912,2016-11-15,2017-06-15,215.0,LMT,Put,3.6,0.2703320037841797,265.929993,0.5804243668720055,0.2670699000736941,0.003262103710485631
21913,2016-11-15,2017-06-15,220.0,LMT,Put,4.2,0.262702685546875,265.929993,0.5804243668720055,0.26019084230938555,0.0025118432374894306
21915,2016-11-15,2017-06-15,240.0,LMT,Put,8.04,0.2392043853759765,265.929993,0.5804243668720055,0.2397269775246978,-0.0005225921487213014
21916,2016-11-15,2017-06-15,245.0,LMT,Put,9.6,0.2334976553344726,265.929993,0.5804243668720055,0.2382216176920347,-0.004723962357562117
21918,2016-11-15,2017-06-15,255.0,LMT,Put,12.05,0.2258378198242187,265.929993,0.5804243668720055,0.2186311162222419,0.007206703601976783
21919,2016-11-15,2017-06-15,260.0,LMT,Put,13.9,0.2220536779785156,265.929993,0.5804243668720055,0.21367199537053333,0.008381682607982277
21920,2016-11-15,2017-06-15,270.0,LMT,Put,23.3,0.2694164855957031,265.929993,0.5804243668720055,0.2662608311948143,0.0031556544008887744
21921,2016-11-15,2017-06-15,280.0,LMT,Put,24.7,0.216255396118164,265.929993,0.5804243668720055,0.20869466337899306,0.007560732739170933
21922,2016-11-15,2017-06-15,285.0,LMT,Put,29.0,0.2167436724853515,265.929993,0.5804243668720055,0.22117839347629437,-0.004434720990942859
21924,2016-11-15,2017-06-15,295.0,LMT,Put,42.6,0.3048622981262207,265.929993,0.5804243668720055,0.30763875161938,-0.0027764534931593032
21925,2016-11-15,2018-01-18,110.0,LMT,Put,1.1,0.4499566723632812,265.929993,1.1745379876796715,0.45018199416517835,-0.00022532180189716033
21931,2016-11-15,2018-01-18,140.0,LMT,Put,2.7,0.4157162921142578,265.929993,1.1745379876796715,0.4095663427870031,0.006149949327254711
21933,2016-11-15,2018-01-18,150.0,LMT,Put,2.4,0.3700014172363281,265.929993,1.1745379876796715,0.3622515964525528,0.007749820783775341
21936,2016-11-15,2018-01-18,165.0,LMT,Put,3.8,0.3440617352294921,265.929993,1.1745379876796715,0.35086131676507737,-0.006799581535585242
21937,2016-11-15,2018-01-18,170.0,LMT,Put,3.6,0.3363713824462891,265.929993,1.1745379876796715,0.32858047961781356,0.007790902828475554
21938,2016-11-15,2018-01-18,175.0,LMT,Put,5.27,0.3468388070678711,265.929993,1.1745379876796715,0.34873257209255915,-0.001893765024688021
21939,2016-11-15,2018-01-18,180.0,LMT,Put,4.7,0.3231879205322264,265.929993,1.1745379876796715,0.31949339296261403,0.0036945275696123603
21941,2016-11-15,2018-01-18,190.0,LMT,Put,5.1,0.3018258294677735,265.929993,1.1745379876796715,0.29364799214818144,0.00817783731959204
21943,2016-11-15,2018-01-18,200.0,LMT,Put,6.2,0.2871775384521483,265.929993,1.1745379876796715,0.279268913945999,0.007908624506149264
21944,2016-11-15,2018-01-18,210.0,LMT,Put,8.0,0.2766948551940917,265.929993,1.1745379876796715,0.27208591047383474,0.004608944720256969
21945,2016-11-15,2018-01-18,220.0,LMT,Put,9.47,0.2601697518920898,265.929993,1.1745379876796715,0.25643675362516755,0.0037329982669222495
21946,2016-11-15,2018-01-18,230.0,LMT,Put,11.95,0.2530134513854981,265.929993,1.1745379876796715,0.2493184747436326,0.003694976641865466
21947,2016-11-15,2018-01-18,240.0,LMT,Put,14.7,0.2463606858825684,265.929993,1.1745379876796715,0.240434262304917,0.005926423577651413
21950,2016-11-15,2018-01-18,270.0,LMT,Put,33.0,0.2672955351257324,265.929993,1.1745379876796715,0.2757941517484151,-0.008498616622682698
21951,2016-11-15,2018-01-18,280.0,LMT,Put,37.45,0.2653424296569825,265.929993,1.1745379876796715,0.26300848905521074,0.002333940601771778
21953,2016-11-15,2018-01-18,300.0,LMT,Put,52.05,0.2813182220458984,265.929993,1.1745379876796715,0.2754927812929973,0.00582544075290109
21954,2016-11-15,2018-01-18,310.0,LMT,Put,60.85,0.2927164234924315,265.929993,1.1745379876796715,0.2903966776648313,0.0023197458276001948
21958,2016-11-15,2019-01-17,185.0,LMT,Put,9.4,0.2851939157104492,265.929993,2.1711156741957565,0.2855899559654072,-0.00039604025495798556
21962,2016-11-15,2019-01-17,220.0,LMT,Put,17.0,0.2661663960266114,265.929993,2.1711156741957565,0.25659927974629776,0.009567116280313648
21963,2016-11-15,2019-01-17,230.0,LMT,Put,20.5,0.2602307864379882,265.929993,2.1711156741957565,0.2539247640379481,0.006306022400040079
21964,2016-11-15,2019-01-17,260.0,LMT,Put,33.05,0.2495802581787109,265.929993,2.1711156741957565,0.24363197815546395,0.00594828002324696
21965,2016-11-15,2019-01-17,270.0,LMT,Put,37.85,0.2483671965789795,265.929993,2.1711156741957565,0.2391321780305598,0.009235018548419682
22004,2016-11-15,2016-11-24,255.0,NOC,Call,0.55,0.1750570776367187,247.44999700000002,0.024640657084188913,0.18249684457259813,-0.007439766935879416
22005,2016-11-15,2016-11-24,257.5,NOC,Call,0.25,0.1760336303710938,247.44999700000002,0.024640657084188913,0.17848709081590736,-0.0024534604448135655
22006,2016-11-15,2016-11-24,260.0,NOC,Call,0.15,0.1909260595703125,247.44999700000002,0.024640657084188913,0.18891107996751183,0.0020149796028006706
22015,2016-11-15,2016-12-01,250.0,NOC,Call,2.6,0.1695639685058594,247.44999700000002,0.04380561259411362,0.17891511677589828,-0.009351148270038884
22025,2016-11-15,2016-12-08,245.0,NOC,Call,5.86,0.1817708776855469,247.44999700000002,0.06297056810403832,0.18193735966633634,-0.00016648198078944576
22027,2016-11-15,2016-12-08,262.5,NOC,Call,0.57,0.1915364050292969,247.44999700000002,0.06297056810403832,0.184143098667847,0.007393306361449886
22032,2016-11-15,2016-12-15,250.0,NOC,Call,3.75,0.1657187921142578,247.44999700000002,0.08213552361396304,0.17152539257949778,-0.0058066004652399805
22033,2016-11-15,2016-12-15,260.0,NOC,Call,0.8,0.1617515466308594,247.44999700000002,0.08213552361396304,0.15713508189946973,0.004616464731389658
22034,2016-11-15,2016-12-15,270.0,NOC,Call,0.2,0.1743246630859375,247.44999700000002,0.08213552361396304,0.17192300736496785,0.0024016557209696476
22040,2016-11-15,2016-12-22,250.0,NOC,Call,4.26,0.175240181274414,247.44999700000002,0.10130047912388775,0.17058074685337582,0.004659434421038167
22042,2016-11-15,2016-12-22,255.0,NOC,Call,2.45,0.1685874157714844,247.44999700000002,0.10130047912388775,0.16821540026285314,0.00037201550863125155
22049,2016-11-15,2016-12-29,250.0,NOC,Call,4.6,0.172859833984375,247.44999700000002,0.12046543463381246,0.16615619497315587,0.00670363901121912
22078,2016-11-15,2017-01-19,230.0,NOC,Call,20.0,0.2142412561035156,247.44999700000002,0.17796030116358658,0.20867664068646358,0.005564615417052027
22079,2016-11-15,2017-01-19,240.0,NOC,Call,12.16,0.1824422576904297,247.44999700000002,0.17796030116358658,0.18864101461076738,-0.006198756920337667
22080,2016-11-15,2017-01-19,250.0,NOC,Call,5.99,0.1694418994140625,247.44999700000002,0.17796030116358658,0.1695651839690991,-0.00012328455503657354
22081,2016-11-15,2017-01-19,260.0,NOC,Call,2.35,0.1616294775390625,247.44999700000002,0.17796030116358658,0.15959302101691814,0.0020364565221443753
22082,2016-11-15,2017-01-19,270.0,NOC,Call,0.73,0.1596763720703125,247.44999700000002,0.17796030116358658,0.1546455264178813,0.005030845652431198
22083,2016-11-15,2017-01-19,280.0,NOC,Call,0.25,0.1696860375976563,247.44999700000002,0.17796030116358658,0.16089860459033029,0.008787433007326012
22090,2016-11-15,2017-02-16,240.0,NOC,Call,13.5,0.193916752319336,247.44999700000002,0.2546201232032854,0.18570440814073758,0.008212344178598424
22091,2016-11-15,2017-02-16,250.0,NOC,Call,8.03,0.1841207077026367,247.44999700000002,0.2546201232032854,0.18197664881881886,0.0021440588838178287
22092,2016-11-15,2017-02-16,260.0,NOC,Call,3.7,0.1701743139648438,247.44999700000002,0.2546201232032854,0.1654236359900106,0.004750677974833223
22094,2016-11-15,2017-02-16,290.0,NOC,Call,0.28,0.1691977612304688,247.44999700000002,0.2546201232032854,0.16796698990219833,0.0012307713282704857
22098,2016-11-15,2017-05-18,230.0,NOC,Call,24.43,0.2090533197021484,247.44999700000002,0.5037645448323066,0.20097171618545057,0.008081603516697844
22100,2016-11-15,2017-05-18,250.0,NOC,Call,11.4,0.1854939849853515,247.44999700000002,0.5037645448323066,0.17550505821418577,0.009988926771165724
22101,2016-11-15,2017-05-18,260.0,NOC,Call,7.3,0.1773458731079102,247.44999700000002,0.5037645448323066,0.17221988491655887,0.005125988191351322
22102,2016-11-15,2017-05-18,280.0,NOC,Call,2.4,0.1661765512084961,247.44999700000002,0.5037645448323066,0.1649582910613399,0.001218260147156175
22104,2016-11-15,2017-05-18,300.0,NOC,Call,0.72,0.1680381048583985,247.44999700000002,0.5037645448323066,0.16592601248703526,0.0021120923713632556
22131,2016-11-15,2018-01-18,240.0,NOC,Call,25.8,0.1948322705078125,247.44999700000002,1.1745379876796715,0.2010131684801318,-0.006180897972319299
22133,2016-11-15,2018-01-18,260.0,NOC,Call,15.4,0.1853719158935547,247.44999700000002,1.1745379876796715,0.18725763271504642,-0.0018857168214917175
22134,2016-11-15,2018-01-18,270.0,NOC,Call,11.7,0.1804586349487305,247.44999700000002,1.1745379876796715,0.1842397833388541,-0.003781148390123612
22137,2016-11-15,2018-01-18,300.0,NOC,Call,3.5,0.1661460339355469,247.44999700000002,1.1745379876796715,0.16188073415833154,0.004265299777215348
22141,2016-11-15,2019-01-17,200.0,NOC,Call,60.8,0.2293625648498535,247.44999700000002,2.1711156741957565,0.2283216504292805,0.0010409144205730247
22143,2016-11-15,2019-01-17,220.0,NOC,Call,46.0,0.2189714334106445,247.44999700000002,2.1711156741957565,0.2107379839435462,0.008233449467098308
22144,2016-11-15,2019-01-17,230.0,NOC,Call,41.5,0.2147600497436523,247.44999700000002,2.1711156741957565,0.21958269855531493,-0.004822648811662639
22184,2016-11-15,2016-11-17,227.5,NOC,Put,0.05,0.5224657128906249,247.44999700000002,0.0054757015742642025,0.525283221140854,-0.002817508250229084
22190,2016-11-15,2016-11-17,242.5,NOC,Put,0.3,0.242195078125,247.44999700000002,0.0054757015742642025,0.2462439258670211,-0.0040488477420211055
22206,2016-11-15,2016-11-24,220.0,NOC,Put,1.65,0.6738313867187502,247.44999700000002,0.024640657084188913,0.673899486355368,-6.809963661780216e-05
22209,2016-11-15,2016-11-24,230.0,NOC,Put,0.26,0.2915109912109374,247.44999700000002,0.024640657084188913,0.2931455097132139,-0.0016345185022765274
22210,2016-11-15,2016-11-24,235.0,NOC,Put,0.4,0.2500075,247.44999700000002,0.024640657084188913,0.24776966623903812,0.0022378337609618715
22211,2016-11-15,2016-11-24,237.5,NOC,Put,0.6,0.2336502416992187,247.44999700000002,0.024640657084188913,0.23567442003695854,-0.0020241783377398515
22213,2016-11-15,2016-11-24,242.5,NOC,Put,1.4,0.2153398779296875,247.44999700000002,0.024640657084188913,0.21586858892988042,-0.0005287110001929163
22214,2016-11-15,2016-11-24,245.0,NOC,Put,2.16,0.2137529797363281,247.44999700000002,0.024640657084188913,0.21083986088342593,0.002913118852902158
22215,2016-11-15,2016-11-24,247.5,NOC,Put,3.4,0.2260819580078125,247.44999700000002,0.024640657084188913,0.21878138439206035,0.007300573615752148
22224,2016-11-15,2016-12-01,220.0,NOC,Put,0.4,0.3549869189453124,247.44999700000002,0.04380561259411362,0.3519533038343079,0.0030336151110045284
22225,2016-11-15,2016-12-01,222.5,NOC,Put,0.46,0.3415593188476562,247.44999700000002,0.04380561259411362,0.33476413613243583,0.006795182715220394
22229,2016-11-15,2016-12-01,240.0,NOC,Put,1.7,0.2186357434082031,247.44999700000002,0.04380561259411362,0.22063465476094374,-0.0019989113527406344
22238,2016-11-15,2016-12-08,215.0,NOC,Put,0.35,0.3400944897460937,247.44999700000002,0.06297056810403832,0.3303835320548396,0.009710957691254074
22245,2016-11-15,2016-12-08,232.5,NOC,Put,1.0,0.2384109362792969,247.44999700000002,0.06297056810403832,0.23166977298387886,0.006741163295418046
22255,2016-11-15,2016-12-15,240.0,NOC,Put,2.95,0.2164384997558594,247.44999700000002,0.08213552361396304,0.2147593047266137,0.0016791950292457114
22256,2016-11-15,2016-12-15,250.0,NOC,Put,7.15,0.2056353851318359,247.44999700000002,0.08213552361396304,0.20560937970003673,2.600543179917536e-05
22262,2016-11-15,2016-12-22,225.0,NOC,Put,1.0,0.2491530163574219,247.44999700000002,0.10130047912388775,0.24660061324539223,0.002552403112029672
22279,2016-11-15,2017-01-19,120.0,NOC,Put,0.23,0.7583031982421876,247.44999700000002,0.17796030116358658,0.7623359253193494,-0.004032727077161735
22280,2016-11-15,2017-01-19,125.0,NOC,Put,0.15,0.68555001953125,247.44999700000002,0.17796030116358658,0.6841007358889337,0.0014492836423163347
22282,2016-11-15,2017-01-19,135.0,NOC,Put,0.05,0.5312546875,247.44999700000002,0.17796030116358658,0.540725659157034,-0.009470971657033922
22285,2016-11-15,2017-01-19,150.0,NOC,Put,0.21,0.5351608984375,247.44999700000002,0.17796030116358658,0.5391329446138124,-0.003972046176312416
22288,2016-11-15,2017-01-19,165.0,NOC,Put,0.45,0.5024463818359376,247.44999700000002,0.17796030116358658,0.5021264023525882,0.0003199794833493863
22289,2016-11-15,2017-01-19,170.0,NOC,Put,0.5,0.4856008471679688,247.44999700000002,0.17796030116358658,0.4785288187122214,0.007072028455747392
22290,2016-11-15,2017-01-19,175.0,NOC,Put,0.6,0.46680220703125,247.44999700000002,0.17796030116358658,0.4615470035787448,0.005255203452505242
22291,2016-11-15,2017-01-19,180.0,NOC,Put,0.35,0.39258419921875,247.44999700000002,0.17796030116358658,0.39095266845834065,0.0016315307604093388
22292,2016-11-15,2017-01-19,185.0,NOC,Put,0.35,0.3711000390625,247.44999700000002,0.17796030116358658,0.361900943898946,0.009199095163553994
22294,2016-11-15,2017-01-19,195.0,NOC,Put,0.53,0.3313055151367187,247.44999700000002,0.17796030116358658,0.3294549999554883,0.001850515181230361
22295,2016-11-15,2017-01-19,200.0,NOC,Put,0.6,0.3117744604492187,247.44999700000002,0.17796030116358658,0.30779393950069883,0.003980520948519861
22296,2016-11-15,2017-01-19,210.0,NOC,Put,1.05,0.2750316638183594,247.44999700000002,0.17796030116358658,0.2839243069320228,-0.00889264311366339
22297,2016-11-15,2017-01-19,220.0,NOC,Put,1.4,0.2396316271972656,247.44999700000002,0.17796030116358658,0.2396614269673601,-2.97997700944852e-05
22298,2016-11-15,2017-01-19,230.0,NOC,Put,2.58,0.2160722924804687,247.44999700000002,0.17796030116358658,0.2168971149512809,-0.0008248224708121976
22299,2016-11-15,2017-01-19,240.0,NOC,Put,4.84,0.1993183096313477,247.44999700000002,0.17796030116358658,0.19767513695114852,0.001643172680199173
22302,2016-11-15,2017-02-16,110.0,NOC,Put,0.25,0.7158231542968749,247.44999700000002,0.2546201232032854,0.7157130521227382,0.00011010217413676138
22303,2016-11-15,2017-02-16,115.0,NOC,Put,0.05,0.5566450585937501,247.44999700000002,0.2546201232032854,0.5629476495232675,-0.006302590929517349
22305,2016-11-15,2017-02-16,140.0,NOC,Put,0.35,0.5434615966796876,247.44999700000002,0.2546201232032854,0.5447480614384412,-0.0012864647587536027
22308,2016-11-15,2017-02-16,155.0,NOC,Put,0.45,0.4856008471679688,247.44999700000002,0.2546201232032854,0.4760130291833784,0.009587817984590408
22309,2016-11-15,2017-02-16,160.0,NOC,Put,0.5,0.463872548828125,247.44999700000002,0.2546201232032854,0.45561624654510613,0.00825630228301888
22313,2016-11-15,2017-02-16,180.0,NOC,Put,0.55,0.3544986425781249,247.44999700000002,0.2546201232032854,0.35381930174480747,0.0006793408333174433
22314,2016-11-15,2017-02-16,185.0,NOC,Put,1.0,0.368170380859375,247.44999700000002,0.2546201232032854,0.36962306483474183,-0.001452683975366853
22315,2016-11-15,2017-02-16,190.0,NOC,Put,1.55,0.38477177734375,247.44999700000002,0.2546201232032854,0.378702455855092,0.006069321488658019
22316,2016-11-15,2017-02-16,195.0,NOC,Put,0.93,0.30274134765625,247.44999700000002,0.2546201232032854,0.3096068157901764,-0.006865468133926411
22317,2016-11-15,2017-02-16,200.0,NOC,Put,1.0,0.292853751220703,247.44999700000002,0.2546201232032854,0.2877872996759843,0.005066451544718686
22318,2016-11-15,2017-02-16,210.0,NOC,Put,1.55,0.2659985510253906,247.44999700000002,0.2546201232032854,0.26350014311901854,0.0024984079063720688
22319,2016-11-15,2017-02-16,220.0,NOC,Put,2.4,0.2379226599121093,247.44999700000002,0.2546201232032854,0.23881327615527065,-0.0008906162431613351
22320,2016-11-15,2017-02-16,230.0,NOC,Put,3.76,0.2188798815917969,247.44999700000002,0.2546201232032854,0.21441556782520005,0.004464313766596839
22322,2016-11-15,2017-02-16,250.0,NOC,Put,10.7,0.1852498468017578,247.44999700000002,0.2546201232032854,0.19078126199019702,-0.00553141518843922
22323,2016-11-15,2017-05-18,105.0,NOC,Put,0.25,0.5390671093750001,247.44999700000002,0.5037645448323066,0.5364849515171963,0.002582157857803802
22324,2016-11-15,2017-05-18,130.0,NOC,Put,1.0,0.5054981091308592,247.44999700000002,0.5037645448323066,0.5149654215347264,-0.009467312403867112
22325,2016-11-15,2017-05-18,140.0,NOC,Put,1.12,0.4751029052734375,247.44999700000002,0.5037645448323066,0.4731525944225732,0.001950310850864334
22331,2016-11-15,2017-05-18,170.0,NOC,Put,1.0,0.331061376953125,247.44999700000002,0.5037645448323066,0.3251525547966603,0.00590882215646471
22332,2016-11-15,2017-05-18,180.0,NOC,Put,1.36,0.2994454821777344,247.44999700000002,0.5037645448323066,0.3035806465049982,-0.004135164327263796
22336,2016-11-15,2017-05-18,200.0,NOC,Put,2.3,0.2639233764648438,247.44999700000002,0.5037645448323066,0.2551442068215702,0.008779169643273632
22337,2016-11-15,2017-05-18,210.0,NOC,Put,3.65,0.2445143908691406,247.44999700000002,0.5037645448323066,0.2471792171854768,-0.0026648263163362162
22338,2016-11-15,2017-05-18,220.0,NOC,Put,5.1,0.2316971362304687,247.44999700000002,0.5037645448323066,0.22991263329458983,0.0017845029358788678
22339,2016-11-15,2017-05-18,230.0,NOC,Put,7.4,0.2183610879516601,247.44999700000002,0.5037645448323066,0.2178696964256242,0.0004913915260358892
