,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference,Var
13531,2017-02-17,2017-04-21,75.0,GILD,Put,6.25,0.24974000000000002,69.849998,0.17248459958932238,0.2551754533321078,-0.005435453332107765,0.021764448354719967
13545,2017-02-17,2017-06-16,72.5,GILD,Call,2.48,0.22186,69.849998,0.3258042436687201,0.22281166416711043,-0.0009516641671104276,0.0042894806053837
13547,2017-02-17,2017-06-16,65.0,GILD,Put,1.98,0.26514,69.849998,0.3258042436687201,0.2595368633983445,0.005603136601655512,0.021132747234123526
13548,2017-02-17,2017-06-16,67.5,GILD,Put,2.93,0.24961,69.849998,0.3258042436687201,0.25889901879041827,-0.009289018790418269,0.03721412920323011
13550,2017-02-17,2017-06-16,72.5,GILD,Put,5.66,0.26992,69.849998,0.3258042436687201,0.26427771441966313,0.005642285580336859,0.020903547644994292
13558,2017-02-17,2017-08-18,67.5,GILD,Put,3.91,0.26203000000000004,69.849998,0.49828884325804246,0.262871416020047,-0.0008414160200469478,0.003211143838670945
13559,2017-02-17,2017-08-18,70.0,GILD,Put,5.1,0.25433,69.849998,0.49828884325804246,0.26029541941106715,-0.005965419411067152,0.023455429603535374
13585,2017-02-17,2017-07-21,39.700000700000004,GBCI,Call,0.65,0.18031,36.630001,0.4216290212183436,0.1777267622125015,0.002583237787498499,0.014326647371185731
13598,2017-02-17,2017-09-15,20.0,GOOD,Put,1.65,0.31246999999999997,20.370001000000002,0.5749486652977412,0.30506897826049295,0.007401021739507019,0.023685543378586808
13600,2017-02-17,2017-04-21,10.0,GAIN,Call,0.05,0.20284000000000002,9.11,0.17248459958932238,0.19632787242889943,0.00651212757110059,0.032104750399825424
13602,2017-02-17,2017-07-21,10.0,GAIN,Call,0.1,0.16097,9.11,0.4216290212183436,0.15779641718010642,0.003173582819893578,0.01971536820459451
13618,2017-02-17,2017-03-17,2.0,GLUU,Put,0.1,0.57695,2.06,0.07665982203969883,0.5720237807527627,0.00492621924723724,0.008538381570737916
13646,2017-02-17,2017-03-17,10.0,GOGO,Put,1.2,0.7063699999999999,9.22,0.07665982203969883,0.7070632372533663,-0.0006932372533663411,0.0009814081194931001
13647,2017-02-17,2017-03-24,10.0,GOGO,Put,1.43,0.84515,9.22,0.09582477754962354,0.8411822073515851,0.003967792648414847,0.004694779208915397
13651,2017-02-17,2017-05-19,10.0,GOGO,Put,1.8,0.73405,9.22,0.24914442162902123,0.7272478009281935,0.0068021990718064584,0.009266669943200679
13661,2017-02-17,2017-09-15,25.0,GLNG,Call,4.82,0.50762,26.57,0.5749486652977412,0.5097883403322667,-0.0021683403322667605,0.004271581758533471
13665,2017-02-17,2019-01-18,25.0,GLNG,Call,7.8,0.48746999999999996,26.57,1.9164955509924708,0.49343380590633484,-0.005963805906334885,0.012234200886895369
13676,2017-02-17,2017-08-18,22.5,GMLP,Put,1.7,0.35586999999999996,23.67,0.49828884325804246,0.34906710858151213,0.006802891418487833,0.019116226201949683
13690,2017-02-17,2017-02-24,9.5,GPRO,Call,0.09,0.37041,9.25,0.019164955509924708,0.3651206343637915,0.005289365636208521,0.014279759283519669
13698,2017-02-17,2017-03-03,9.5,GPRO,Call,0.18,0.39981,9.25,0.038329911019849415,0.39236778593049243,0.007442214069507569,0.018614377002845274
13699,2017-02-17,2017-03-03,10.0,GPRO,Call,0.07,0.4107,9.25,0.038329911019849415,0.41384837815912384,-0.0031483781591238325,0.007665883026841569
13701,2017-02-17,2017-03-10,9.0,GPRO,Call,0.43,0.32971999999999996,9.25,0.057494866529774126,0.3279664696591148,0.0017535303408851566,0.005318240752411612
13702,2017-02-17,2017-03-10,9.5,GPRO,Call,0.22,0.37231,9.25,0.057494866529774126,0.367001050350293,0.005308949649706962,0.014259487120160518
13708,2017-02-17,2017-03-24,9.5,GPRO,Call,0.28,0.34296,9.25,0.09582477754962354,0.3375529338437764,0.0054070661562236055,0.01576587985836134
13712,2017-02-17,2017-03-03,9.5,GPRO,Put,0.61,0.65272,9.25,0.038329911019849415,0.6501161778731935,0.002603822126806432,0.003989186981870376
13716,2017-02-17,2017-03-10,9.5,GPRO,Put,0.73,0.66568,9.25,0.057494866529774126,0.6679435830016693,-0.0022635830016692893,0.0034004071050193624
13719,2017-02-17,2017-03-17,10.0,GPRO,Put,1.24,0.76141,9.25,0.07665982203969883,0.7667013080821643,-0.00529130808216427,0.00694935459498072
13725,2017-02-17,2017-04-21,10.0,GPRO,Call,0.29,0.36118,9.25,0.17248459958932238,0.36930598044227037,-0.008125980442270364,0.0224984230640411
13734,2017-02-17,2019-01-18,10.0,GPRO,Call,1.68,0.37792,9.25,1.9164955509924708,0.3807711979357672,-0.0028511979357672135,0.007544448390577936
13741,2017-02-17,2017-09-15,20.0,GOV,Put,1.9,0.29191,19.57,0.5749486652977412,0.28623913454956756,0.0056708654504324385,0.019426759790457465
13800,2017-02-17,2017-03-10,5.0,GRPN,Call,0.11,0.51588,4.66,0.057494866529774126,0.5257747798687845,-0.009894779868784509,0.01918039053420274
13801,2017-02-17,2017-03-17,4.5,GRPN,Call,0.32,0.45093999999999995,4.66,0.07665982203969883,0.45537812435826125,-0.004438124358261297,0.009841939855105552
13805,2017-02-17,2017-03-03,4.5,GRPN,Put,0.12,0.52741,4.66,0.038329911019849415,0.5305807345344302,-0.003170734534430175,0.00601189688180007
13814,2017-02-17,2017-04-21,5.0,GRPN,Call,0.23,0.46531000000000006,4.66,0.17248459958932238,0.4686436530398582,-0.0033336530398581643,0.007164370075558583
13815,2017-02-17,2017-04-21,4.5,GRPN,Put,0.28,0.47372,4.66,0.17248459958932238,0.47006806483198554,0.0036519351680144307,0.007709058448058834
13817,2017-02-17,2017-07-21,4.5,GRPN,Call,0.71,0.52259,4.66,0.4216290212183436,0.5270800940724675,-0.0044900940724674765,0.008592001516422964
13819,2017-02-17,2017-07-21,4.5,GRPN,Put,0.54,0.52733,4.66,0.4216290212183436,0.5266293119487815,0.0007006880512184788,0.0013287468022272178
13829,2017-02-17,2017-03-17,35.0,GGAL,Call,1.3,0.3758,34.619999,0.07665982203969883,0.38414649912433974,-0.008346499124339712,0.02220994977205884
13830,2017-02-17,2017-03-17,35.0,GGAL,Put,1.25,0.26681,34.619999,0.07665982203969883,0.2749194540072016,-0.008109454007201589,0.030394115689822677
13840,2017-02-17,2017-03-17,5.0,GSVC,Call,0.6,0.56724,5.45,0.07665982203969883,0.56471829513705,0.0025217048629500027,0.004445569534852978
13842,2017-02-17,2017-06-16,5.0,GSVC,Call,0.75,0.40155,5.45,0.3258042436687201,0.4108613151996571,-0.009311315199657055,0.023188432821957553
13853,2017-02-17,2017-03-17,20.0,GPOR,Call,0.55,0.35395,19.48,0.07665982203969883,0.35774595343461457,-0.003795953434614585,0.010724547067706132
13854,2017-02-17,2017-03-17,20.0,GPOR,Put,1.05,0.35414,19.48,0.07665982203969883,0.35187882936761317,0.002261170632386844,0.006384962535683188
13860,2017-02-17,2017-03-17,125.0,GWPH,Call,7.2,0.31499,129.58999599999999,0.07665982203969883,0.3207027863166472,-0.005712786316647234,0.018136405335557427
13861,2017-02-17,2017-03-17,130.0,GWPH,Call,4.5,0.32318,129.58999599999999,0.07665982203969883,0.32645936006902376,-0.00327936006902374,0.010147162785518101
13869,2017-02-17,2017-05-19,120.0,GWPH,Call,15.27,0.3863,129.58999599999999,0.24914442162902123,0.3884219400822195,-0.002121940082219498,0.005492984939734657
13871,2017-02-17,2017-05-19,130.0,GWPH,Call,8.7,0.35164,129.58999599999999,0.24914442162902123,0.34201615100491856,0.009623848995081452,0.027368470580939178
13872,2017-02-17,2017-05-19,135.0,GWPH,Call,6.9,0.34415999999999997,129.58999599999999,0.24914442162902123,0.3532383832851941,-0.009078383285194114,0.026378380070880156
13875,2017-02-17,2017-05-19,125.0,GWPH,Put,7.3,0.38452,129.58999599999999,0.24914442162902123,0.3749866653552959,0.009533334644704072,0.024792818695267015
13876,2017-02-17,2017-05-19,130.0,GWPH,Put,10.5,0.40053,129.58999599999999,0.24914442162902123,0.40235887810429716,-0.0018288781042971602,0.00456614511846094
13884,2017-02-17,2017-08-18,125.0,GWPH,Put,12.2,0.39729000000000003,129.58999599999999,0.49828884325804246,0.4069608876684282,-0.009670887668428163,0.02434213715026344
13892,2017-02-17,2018-01-19,125.0,GWPH,Put,19.15,0.44148000000000004,129.58999599999999,0.919917864476386,0.44865965651416323,-0.007179656514163191,0.01626269936160911
13900,2017-02-17,2019-01-18,140.0,GWPH,Call,18.5,0.30256,129.58999599999999,1.9164955509924708,0.3095840873288165,-0.007024087328816486,0.023215518670070354
13911,2017-02-17,2017-05-19,25.0,HEES,Put,2.81,0.50865,24.33,0.24914442162902123,0.5061070440100676,0.0025429559899324827,0.004999421979617581
13919,2017-02-17,2017-09-15,10.0,HNRG,Put,1.8,0.4859,9.25,0.5749486652977412,0.48803051136841485,-0.0021305113684148558,0.004384670443331664
13921,2017-02-17,2017-03-17,13.0,HALO,Call,0.6,0.5413399999999999,12.61,0.07665982203969883,0.5502993265319353,-0.008959326531935319,0.016550276225542764
13927,2017-02-17,2017-06-16,13.0,HALO,Put,1.9,0.59375,12.61,0.3258042436687201,0.5894832587846317,0.004266741215368297,0.007186090467988711
13947,2017-02-17,2017-06-16,10.0,HDNG,Put,0.7,0.48081,11.0,0.3258042436687201,0.4775766071133941,0.0032333928866059014,0.006724886933728295
13958,2017-02-17,2017-02-24,98.0,HAS,Call,1.37,0.20226,98.5,0.019164955509924708,0.2020965592872975,0.00016344071270249505,0.0008080723460026453
13959,2017-02-17,2017-02-24,99.0,HAS,Call,0.8,0.18487,98.5,0.019164955509924708,0.18826136667040985,-0.0033913666704098455,0.018344602533725565
13975,2017-02-17,2017-02-24,98.0,HAS,Put,0.9,0.2134,98.5,0.019164955509924708,0.2094782328173851,0.003921767182614916,0.018377540687042716
13983,2017-02-17,2017-03-03,98.0,HAS,Call,1.75,0.18778,98.5,0.038329911019849415,0.19238879548937138,-0.004608795489371376,0.02454359084764818
13985,2017-02-17,2017-03-03,100.0,HAS,Call,0.95,0.20748000000000003,98.5,0.038329911019849415,0.20402923480342927,0.003450765196570754,0.016631796783163455
13987,2017-02-17,2017-03-03,102.0,HAS,Call,0.55,0.21825999999999998,98.5,0.038329911019849415,0.2264484220561087,-0.00818842205610873,0.03751682422848314
13997,2017-02-17,2017-03-10,102.0,HAS,Call,0.56,0.18037999999999998,98.5,0.057494866529774126,0.18601648526442965,-0.005636485264429669,0.03124783936373029
14001,2017-02-17,2017-03-17,97.5,HAS,Call,2.48,0.17848,98.5,0.07665982203969883,0.17712931849014393,0.0013506815098560665,0.007567691113043851
14007,2017-02-17,2017-03-24,99.0,HAS,Call,2.0,0.182,98.5,0.09582477754962354,0.18202181349892305,-2.1813498923051178e-05,0.00011985438968709438
14009,2017-02-17,2017-03-24,101.0,HAS,Call,1.57,0.21285,98.5,0.09582477754962354,0.21238149369554615,0.00046850630445385844,0.0022011101924071337
14027,2017-02-17,2017-03-03,98.0,HAS,Put,1.33,0.21261999999999998,98.5,0.038329911019849415,0.20538391630455605,0.007236083695443929,0.034032939965402735
14043,2017-02-17,2017-03-17,92.5,HAS,Put,0.6,0.24996999999999997,98.5,0.07665982203969883,0.24315738414309618,0.006812615856903792,0.027253733875680253
14044,2017-02-17,2017-03-17,95.0,HAS,Put,0.95,0.21871999999999997,98.5,0.07665982203969883,0.2151556298486889,0.003564370151311058,0.016296498497215886
14048,2017-02-17,2017-03-24,90.0,HAS,Put,0.49,0.24996999999999997,98.5,0.09582477754962354,0.2596409032301112,-0.009670903230111216,0.038688255511106204
14054,2017-02-17,2017-03-24,99.0,HAS,Put,2.99,0.21871999999999997,98.5,0.09582477754962354,0.22624079188554366,-0.007520791885543693,0.03438547862812589
14058,2017-02-17,2017-04-21,97.5,HAS,Call,3.91,0.2052,98.5,0.17248459958932238,0.2058543727123616,-0.0006543727123616006,0.0031889508399688135
14063,2017-02-17,2017-04-21,95.0,HAS,Put,2.0,0.21871999999999997,98.5,0.17248459958932238,0.21875068397073263,-3.068397073266449e-05,0.0001402888201017945
14064,2017-02-17,2017-04-21,97.5,HAS,Put,3.4,0.24178000000000002,98.5,0.17248459958932238,0.2415160646347603,0.0002639353652397203,0.001091634400031931
14085,2017-02-17,2018-01-19,100.0,HAS,Put,10.6,0.27255999999999997,98.5,0.919917864476386,0.26652814618436926,0.0060318538156307056,0.02213037061795827
14089,2017-02-17,2017-03-17,47.0,HA,Put,0.95,0.4214,50.299999,0.07665982203969883,0.41484332665137236,0.00655667334862764,0.015559262811171428
14097,2017-02-17,2017-04-21,55.0,HA,Call,1.2,0.33077,50.299999,0.17248459958932238,0.3403514743857991,-0.009581474385799094,0.028967180777576845
14102,2017-02-17,2017-04-21,50.0,HA,Put,2.65,0.33751,50.299999,0.17248459958932238,0.33960032044607097,-0.0020903204460709923,0.006193358555512407
14105,2017-02-17,2017-07-21,55.0,HA,Call,3.0,0.35867,50.299999,0.4216290212183436,0.3650522550824,-0.006382255082400035,0.017794226119831696
14106,2017-02-17,2017-07-21,50.0,HA,Put,4.77,0.3924,50.299999,0.4216290212183436,0.3839670023427182,0.008432997657281838,0.021490819717843623
14140,2017-02-17,2017-03-17,45.0,HQY,Call,0.78,0.33971,42.830002,0.07665982203969883,0.3375238504808289,0.002186149519171121,0.006435340493865712
14182,2017-02-17,2017-05-19,100.0,HELE,Call,4.1,0.24996999999999997,97.949997,0.24914442162902123,0.25422976322127827,-0.004259763221278301,0.017041097816851227
14188,2017-02-17,2017-08-18,105.0,HELE,Call,3.7,0.23012,97.949997,0.49828884325804246,0.2295466562027956,0.0005733437972043898,0.0024914992056509202
14226,2017-02-17,2017-05-19,15.0,HCCI,Call,1.4,0.3818,15.4,0.24914442162902123,0.3903553988420954,-0.00855539884209544,0.02240806401806035
14229,2017-02-17,2017-03-17,30.0,MLHR,Put,0.57,0.20207999999999998,30.15,0.07665982203969883,0.1949879361230896,0.007092063876910387,0.035095327973626224
14230,2017-02-17,2017-05-19,30.0,MLHR,Call,1.9,0.31121,30.15,0.24914442162902123,0.3018313330023545,0.009378666997645502,0.030136136363373613
14236,2017-02-17,2017-06-16,15.0,HRTX,Call,1.7,0.61137,14.3,0.3258042436687201,0.609133573316833,0.0022364266831669255,0.0036580576135023402
14257,2017-02-17,2017-03-03,7.5,HIMX,Call,0.1,0.52675,6.94,0.038329911019849415,0.5328508776691934,-0.006100877669193316,0.011582112328796043
14265,2017-02-17,2017-03-03,7.0,HIMX,Put,0.31,0.51765,6.94,0.038329911019849415,0.5140393499052356,0.003610650094764467,0.006975079870113913
14319,2017-02-17,2017-09-15,42.0,HOLX,Call,1.86,0.21079,40.0,0.5749486652977412,0.21799241979564735,-0.007202419795647341,0.034168697735411264
14321,2017-02-17,2017-09-15,38.0,HOLX,Put,2.25,0.27593,40.0,0.5749486652977412,0.27169186155052755,0.004238138449472462,0.015359469609946224
14327,2017-02-17,2018-01-19,37.0,HOLX,Put,2.4,0.26541,40.0,0.919917864476386,0.2576242951169822,0.007785704883017774,0.029334632768236973
14346,2017-02-17,2017-05-19,35.0,HOFT,Put,4.1,0.47028000000000003,33.150002,0.24914442162902123,0.4603073560529536,0.009972643947046445,0.021205758159067882
14357,2017-02-17,2017-05-19,17.0,HZNP,Call,1.85,0.54472,16.969998999999998,0.24914442162902123,0.5503516361172358,-0.005631636117235828,0.010338588847914209
14367,2017-02-17,2018-01-19,17.0,HZNP,Put,3.5,0.5437,16.969998999999998,0.919917864476386,0.5497777462816762,-0.006077746281676233,0.011178492333412237
14369,2017-02-17,2019-01-18,17.0,HZNP,Put,5.0,0.55703,16.969998999999998,1.9164955509924708,0.5560511779351018,0.0009788220648981882,0.0017572160653792222
14398,2017-02-17,2017-06-16,30.0,HPT,Put,0.75,0.21259,31.780001000000002,0.3258042436687201,0.21206860093151564,0.0005213990684843628,0.002452603925322747
14401,2017-02-17,2017-06-16,33.0,HPT,Put,2.7,0.28162,31.780001000000002,0.3258042436687201,0.2804905685121964,0.0011294314878035894,0.004010480391320181
14418,2017-02-17,2017-03-17,7.5,HWCC,Call,0.3,0.6471600000000001,7.0,0.07665982203969883,0.6387059874071594,0.00845401259284062,0.013063249571729742
14420,2017-02-17,2017-06-16,7.5,HWCC,Call,0.45,0.40503,7.0,0.3258042436687201,0.40458955442299405,0.00044044557700595455,0.0010874393921584933
14435,2017-02-17,2017-05-19,7.5,HDSN,Put,0.71,0.54127,7.73,0.24914442162902123,0.545556445247441,-0.004286445247440929,0.00791923669784198
14438,2017-02-17,2017-03-17,13.0,HBAN,Call,1.16,0.21456999999999998,14.13,0.07665982203969883,0.20731627206813577,0.007253727931864212,0.033805881212957134
14440,2017-02-17,2017-03-17,15.0,HBAN,Call,0.07,0.20813,14.13,0.07665982203969883,0.21238119475554884,-0.004251194755548832,0.02042567028082848
14441,2017-02-17,2017-03-17,13.0,HBAN,Put,0.07,0.26626,14.13,0.07665982203969883,0.27401538714911555,-0.007755387149115556,0.029127120668202344
14442,2017-02-17,2017-03-17,14.0,HBAN,Put,0.34,0.25909,14.13,0.07665982203969883,0.26020345674801315,-0.001113456748013164,0.004297567439936563
14446,2017-02-17,2017-04-21,13.0,HBAN,Put,0.19,0.25856999999999997,14.13,0.17248459958932238,0.2648048169033402,-0.006234816903340212,0.024112684779132202
14450,2017-02-17,2017-07-21,15.0,HBAN,Call,0.51,0.23217,14.13,0.4216290212183436,0.22988157332928189,0.0022884266707181022,0.00985668549217428
14453,2017-02-17,2017-07-21,15.0,HBAN,Put,1.67,0.31584,14.13,0.4216290212183436,0.3202954583236187,-0.004455458323618711,0.01410669428703999
14464,2017-02-17,2017-03-17,70.0,IAC,Put,0.35,0.24703000000000003,75.379997,0.07665982203969883,0.24731301288150295,-0.00028301288150292536,0.0011456619904583465
14470,2017-02-17,2017-04-21,75.0,IAC,Put,2.6,0.22634,75.379997,0.17248459958932238,0.22628174015831162,5.82598416883906e-05,0.0002573996716814995
14474,2017-02-17,2017-07-21,80.0,IAC,Call,2.65,0.22086,75.379997,0.4216290212183436,0.22570894648797038,-0.004848946487970379,0.021954842379653984
14475,2017-02-17,2017-07-21,70.0,IAC,Put,2.4,0.25295,75.379997,0.4216290212183436,0.2476089206416653,0.005341079358334722,0.021115158562303702
14489,2017-02-17,2017-05-19,85.0,IBKC,Call,3.75,0.21099,85.25,0.24914442162902123,0.21079352006806415,0.00019647993193586122,0.0009312286456033993
14491,2017-02-17,2017-08-18,80.0,IBKC,Call,8.2,0.20944000000000002,85.25,0.49828884325804246,0.21591471965339193,-0.006474719653391914,0.030914436847745957
14508,2017-02-17,2017-06-16,55.0,ICFI,Put,4.0,0.22238000000000002,52.5,0.3258042436687201,0.21442830892192036,0.007951691078079665,0.03575722222357974
14524,2017-02-17,2017-05-19,10.0,ICON,Call,0.9,0.62812,9.31,0.24914442162902123,0.6319430293736563,-0.003823029373656306,0.006086463372693603
14537,2017-02-17,2017-08-18,150.0,ICUI,Call,14.0,0.29293,152.199997,0.49828884325804246,0.2987273876926432,-0.005797387692643152,0.019791034351698877
14538,2017-02-17,2017-08-18,160.0,ICUI,Call,9.0,0.28117,152.199997,0.49828884325804246,0.28180560216537487,-0.0006356021653748933,0.002260561814471293
14547,2017-02-17,2017-03-17,135.0,IDXX,Put,1.05,0.23356999999999997,142.229996,0.07665982203969883,0.2333102832681592,0.0002597167318407756,0.0011119438790973826
14555,2017-02-17,2017-04-21,155.0,IDXX,Call,0.85,0.19902,142.229996,0.17248459958932238,0.1908954922241429,0.008124507775857104,0.04082256946968699
14558,2017-02-17,2017-04-21,140.0,IDXX,Put,3.6,0.20332,142.229996,0.17248459958932238,0.2003868473007002,0.002933152699299807,0.01442628713013873
14569,2017-02-17,2017-07-21,140.0,IDXX,Put,7.4,0.24554,142.229996,0.4216290212183436,0.23583989746121,0.00970010253879,0.03950518261297548
14570,2017-02-17,2017-07-21,145.0,IDXX,Put,10.0,0.23693000000000003,142.229996,0.4216290212183436,0.23466479814824506,0.0022652018517549666,0.009560637537479282
14581,2017-02-17,2017-07-21,40.0,INFO,Put,1.9,0.19902,40.200001,0.4216290212183436,0.1966271784914253,0.0023928215085746996,0.012023020342552003
14585,2017-02-17,2017-04-21,40.0,IIVI,Put,2.35,0.27737,39.0,0.17248459958932238,0.2794210990607714,-0.0020510990607713886,0.0073948122030911365
14609,2017-02-17,2017-06-16,19.0,ILG,Put,1.1,0.24996999999999997,18.98,0.3258042436687201,0.2560753257033151,-0.006105325703315123,0.024424233721307052
14647,2017-02-17,2017-03-10,160.0,ILMN,Call,7.2,0.33887,163.369995,0.057494866529774126,0.344020403149494,-0.005150403149493998,0.015198758076825917
14694,2017-02-17,2017-06-16,150.0,ILMN,Call,21.15,0.37661,163.369995,0.3258042436687201,0.3724386916660325,0.004171308333967505,0.011075936204475466
14699,2017-02-17,2017-06-16,175.0,ILMN,Call,9.0,0.36462,163.369995,0.3258042436687201,0.3630410599654462,0.0015789400345537774,0.0043303714402769386
14705,2017-02-17,2017-06-16,175.0,ILMN,Put,18.5,0.31206999999999996,163.369995,0.3258042436687201,0.31182035005082603,0.0002496499491739246,0.0007999806106768501
14707,2017-02-17,2017-09-15,170.0,ILMN,Call,14.3,0.34565,163.369995,0.5749486652977412,0.3425544784458721,0.0030955215541279,0.008955653273912628
14708,2017-02-17,2017-09-15,150.0,ILMN,Put,10.8,0.34876,163.369995,0.5749486652977412,0.3563882131907048,-0.00762821319070478,0.021872385568026093
14711,2017-02-17,2018-01-19,150.0,ILMN,Call,32.0,0.40015,163.369995,0.919917864476386,0.4095552076722924,-0.009405207672292415,0.023504205103817104
14714,2017-02-17,2018-01-19,165.0,ILMN,Call,24.3,0.38800999999999997,163.369995,0.919917864476386,0.39700550830137565,-0.008995508301375688,0.023183702227714976
14715,2017-02-17,2018-01-19,170.0,ILMN,Call,22.1,0.38716,163.369995,0.919917864476386,0.393941551687823,-0.0067815516878230175,0.01751614755610863
14717,2017-02-17,2018-01-19,150.0,ILMN,Put,17.1,0.39499,163.369995,0.919917864476386,0.3948112883802082,0.00017871161979182704,0.0004524459348131017
14720,2017-02-17,2018-01-19,165.0,ILMN,Put,24.0,0.37216,163.369995,0.919917864476386,0.37796581085085534,-0.005805810850855353,0.01560030860612466
14722,2017-02-17,2018-01-19,175.0,ILMN,Put,30.7,0.38119000000000003,163.369995,0.919917864476386,0.3881172167504039,-0.006927216750403864,0.01817260880506798
14749,2017-02-17,2017-08-18,5.0,IMMU,Call,1.3,0.77295,5.34,0.49828884325804246,0.7766172381680756,-0.0036672381680755706,0.004744470105537965
14768,2017-02-17,2017-03-17,50.0,INCR,Call,5.1,0.36279,54.5,0.07665982203969883,0.36700691191226975,-0.00421691191226975,0.011623561598361998
14780,2017-02-17,2017-03-17,130.0,INCY,Call,1.8,0.37217,120.489998,0.07665982203969883,0.3779618267596202,-0.0057918267596202,0.015562314962571405
14781,2017-02-17,2017-03-17,110.0,INCY,Put,1.85,0.44335,120.489998,0.07665982203969883,0.44159778439769737,0.0017522156023026536,0.003952217440628518
14788,2017-02-17,2017-06-16,120.0,INCY,Call,12.0,0.42661000000000004,120.489998,0.3258042436687201,0.4270242546680931,-0.00041425466809302813,0.0009710383443731467
14789,2017-02-17,2017-06-16,125.0,INCY,Call,9.6,0.41858999999999996,120.489998,0.3258042436687201,0.41733964433407883,0.0012503556659211323,0.0029870653047639278
14792,2017-02-17,2017-06-16,115.0,INCY,Put,9.0,0.44338,120.489998,0.3258042436687201,0.43487448684962554,0.008505513150374455,0.01918334870849938
14793,2017-02-17,2017-06-16,120.0,INCY,Put,11.5,0.44223999999999997,120.489998,0.3258042436687201,0.4338510810386482,0.008388918961351743,0.018969154670205643
14800,2017-02-17,2017-09-15,130.0,INCY,Call,11.0,0.40074,120.489998,0.5749486652977412,0.4017109366732317,-0.0009709366732317259,0.0024228593932018915
14803,2017-02-17,2018-01-19,110.0,INCY,Call,23.95,0.40195,120.489998,0.919917864476386,0.4101750745064879,-0.008225074506487906,0.020462929484980488
14823,2017-02-17,2017-03-17,65.0,INDB,Put,2.95,0.31917,63.799999,0.07665982203969883,0.3256439429335846,-0.006473942933584609,0.020283682468855497
14830,2017-02-17,2017-08-18,65.0,INDB,Call,2.73,0.18434,63.799999,0.49828884325804246,0.1780342347683862,0.006305765231613802,0.034207254158694814
14838,2017-02-17,2017-08-18,20.0,IBCP,Put,0.95,0.28531,21.549999,0.49828884325804246,0.2788865086650057,0.0064234913349943135,0.02251407709156466
14871,2017-02-17,2017-03-10,10.5,INFN,Put,0.15,0.43518999999999997,11.36,0.057494866529774126,0.4383675087417081,-0.003177508741708135,0.007301428667267481
14873,2017-02-17,2017-03-17,11.0,INFN,Put,0.3,0.36448,11.36,0.07665982203969883,0.3722094249310012,-0.00772942493100115,0.021206718972237568
14879,2017-02-17,2017-04-21,12.0,INFN,Call,0.4,0.35028000000000004,11.36,0.17248459958932238,0.3457969981436871,0.0044830018563129514,0.012798338061873218
14882,2017-02-17,2017-07-21,11.0,INFN,Call,1.45,0.4323,11.36,0.4216290212183436,0.433205841099556,-0.0009058410995559929,0.0020953992587462245
14884,2017-02-17,2017-07-21,11.0,INFN,Put,1.11,0.43953000000000003,11.36,0.4216290212183436,0.4483903102187014,-0.008860310218701373,0.020158601730715472
14903,2017-02-17,2017-07-21,10.0,INWK,Put,1.06,0.3751,9.8,0.4216290212183436,0.3787797516885061,-0.0036797516885060944,0.009810055154641681
14908,2017-02-17,2017-06-16,45.0,IPHS,Call,5.3,0.19133,49.669998,0.3258042436687201,0.19927988352670956,-0.007949883526709556,0.04155063778137018
14930,2017-02-17,2017-06-16,65.0,INGN,Call,7.86,0.3398,69.360001,0.3258042436687201,0.3495429216259059,-0.009742921625905898,0.02867251802797498
14947,2017-02-17,2017-05-19,45.0,NSIT,Call,3.0,0.35485,44.48,0.24914442162902123,0.36290564600974495,-0.008055646009744954,0.022701552796237718
14955,2017-02-17,2017-05-19,16.0,INSM,Put,4.0,1.2167700000000001,15.43,0.24914442162902123,1.2071632097738643,0.009606790226135864,0.007895321405143011
14984,2017-02-17,2017-03-17,11.0,INSY,Call,0.77,0.59182,11.1,0.07665982203969883,0.5879473818019189,0.003872618198081157,0.006543574394378623
14985,2017-02-17,2017-03-17,12.0,INSY,Call,0.6,0.76463,11.1,0.07665982203969883,0.7729412121106133,-0.008311212110613253,0.010869586742101738
14992,2017-02-17,2017-05-19,10.0,INSY,Put,2.11,1.27191,11.1,0.24914442162902123,1.2744126196466503,-0.002502619646650217,0.0019676074931797194
14997,2017-02-17,2017-08-18,12.0,INSY,Call,1.4,0.5509,11.1,0.49828884325804246,0.5585095986069145,-0.007609598606914569,0.013813030689625286
15016,2017-02-17,2017-03-17,25.0,IDTI,Call,0.55,0.29197,24.42,0.07665982203969883,0.2944239696089499,-0.002453969608949891,0.008404869024043192
15020,2017-02-17,2017-03-17,24.0,IDTI,Put,0.61,0.30417,24.42,0.07665982203969883,0.3017384149098853,0.0024315850901147074,0.007994164743777189
15034,2017-02-17,2017-08-18,23.0,IDTI,Call,3.54,0.40301,24.42,0.49828884325804246,0.41217277384281287,-0.009162773842812888,0.022735847355680724
15039,2017-02-17,2017-08-18,23.0,IDTI,Put,2.0,0.40147,24.42,0.49828884325804246,0.4024316246715137,-0.0009616246715137278,0.0023952591015859908
15052,2017-02-17,2017-02-24,35.5,INTC,Call,0.99,0.10253,36.48,0.019164955509924708,0.1064620901431756,-0.0039320901431756095,0.03835063048059699
15054,2017-02-17,2017-02-24,36.5,INTC,Call,0.2,0.1021,36.48,0.019164955509924708,0.10328974392087192,-0.0011897439208719274,0.011652731840077644
